gene.name,LAS1L Up,TEX10 Up,PELP1 Up,SENP3 Up,WDR18 Up,LAS1L Down,TEX10 Down,PELP1 Down,SENP3 Down,WDR18 Down,ChIP,,,,
MIR6717,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6720,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6726,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6728,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6730,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6731,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6732,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6735,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6738,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6740,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6741,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6742,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6744,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6745,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6749,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6753,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6754,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6755,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6756,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6757,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6758,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR676,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6760,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6761,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6762,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6763,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6764,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6765,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6769A,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6771,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6772,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6773,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6774,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6775,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6776,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6777,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6779,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6780B,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6781,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6782,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6783,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6784,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6787,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6788,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6791,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6792,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6794,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6795,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6797,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6799,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6801,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6803,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6805,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6806,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6807,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6808,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6811,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6812,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6813,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6814,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6815,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6817,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6818,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6819,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6820,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6821,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6822,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6823,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6825,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6827,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6829,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6835,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6836,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6837,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6838,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6839,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6841,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6842,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6843,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6845,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6846,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6848,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6849,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6850,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6851,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6853,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6855,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6860,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6861,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6866,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6867,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6870,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6871,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6872,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6876,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6877,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6880,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6881,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6882,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6883,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6884,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6886,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6887,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6888,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6889,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR6891,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7-3,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7-3HG,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR708,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7107,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7109,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7110,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7112,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7114,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7150,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7151,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7153,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7155,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7156,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7157,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7160,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7161,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7162,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR718,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR744,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7515HG,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR759,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR760,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7641-1,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7641-2,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR765,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR766,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR769,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR770,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7702,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7705,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7706,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7843,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7846,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7847,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7848,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7849,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7850,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7851,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7853,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7854,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7855,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7856,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7974,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7975,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7977,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR7978,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR802,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8053,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8054,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8055,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8056,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8057,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8059,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8060,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8061,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8063,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8066,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8067,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8068,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8070,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8071-2,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8073,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8074,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8076,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8077,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8078,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8079,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8080,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8081,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8082,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8083,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8084,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8085,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8089,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR8485,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR873,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR874,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR875,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR877,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR887,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR9-1,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR9-3,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR9-3HG,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR921,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR922,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR933,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR934,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR935,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR936,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR937,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR938,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR939,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR941-1,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR943,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR944,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR95,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR9500,0,0,0,0,0,0,0,0,0,0,1,,,,
MIR98,0,0,0,0,0,0,0,0,0,0,1,,,,
MIRLET7A1,0,0,0,0,0,0,0,0,0,0,1,,,,
MIRLET7A2,0,0,0,0,0,0,0,0,0,0,1,,,,
MIRLET7A3,0,0,0,0,0,0,0,0,0,0,1,,,,
MIRLET7B,0,0,0,0,0,0,0,0,0,0,1,,,,
MIRLET7BHG,0,0,0,0,0,0,0,0,0,0,1,,,,
MIRLET7DHG,0,0,0,0,0,0,0,0,0,0,1,,,,
MIRLET7G,0,0,0,0,0,0,0,0,0,0,1,,,,
MIRLET7I,0,0,0,0,0,0,0,0,0,0,1,,,,
MISP3,0,0,0,0,0,0,0,0,0,0,1,,,,
MIXL1,0,0,0,0,0,0,0,0,0,0,1,,,,
MKNK1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MKRN2OS,0,0,0,0,0,0,0,0,0,0,1,,,,
MKRN9P,0,0,0,0,0,0,0,0,0,0,1,,,,
MKX-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MLANA,0,0,0,0,0,0,0,0,0,0,1,,,,
MLIP-IT1,0,0,0,0,0,0,0,0,0,0,1,,,,
MLN,0,0,0,0,0,0,0,0,0,0,1,,,,
MLNR,0,0,0,0,0,0,0,0,0,0,1,,,,
MMP12,0,0,0,0,0,0,0,0,0,0,1,,,,
MMP16,0,0,0,0,0,0,0,0,0,0,1,,,,
MMP19,0,0,0,0,0,0,0,0,0,0,1,,,,
MMP2,0,0,0,0,0,0,0,0,0,0,1,,,,
MMP23B,0,0,0,0,0,0,0,0,0,0,1,,,,
MMP25-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MMP3,0,0,0,0,0,0,0,0,0,0,1,,,,
MMP8,0,0,0,0,0,0,0,0,0,0,1,,,,
MMRN1,0,0,0,0,0,0,0,0,0,0,1,,,,
MN1,0,0,0,0,0,0,0,0,0,0,1,,,,
MNDA,0,0,0,0,0,0,0,0,0,0,1,,,,
MOBP,0,0,0,0,0,0,0,0,0,0,1,,,,
MOG,0,0,0,0,0,0,0,0,0,0,1,,,,
MOGAT1,0,0,0,0,0,0,0,0,0,0,1,,,,
MORC1,0,0,0,0,0,0,0,0,0,0,1,,,,
MORC1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MOS,0,0,0,0,0,0,0,0,0,0,1,,,,
MOXD1,0,0,0,0,0,0,0,0,0,0,1,,,,
MPEG1,0,0,0,0,0,0,0,0,0,0,1,,,,
MPO,0,0,0,0,0,0,0,0,0,0,1,,,,
MPP4,0,0,0,0,0,0,0,0,0,0,1,,,,
MPPED1,0,0,0,0,0,0,0,0,0,0,1,,,,
MRAP2,0,0,0,0,0,0,0,0,0,0,1,,,,
MRAS,0,0,0,0,0,0,0,0,0,0,1,,,,
MRE11,0,0,0,0,0,0,0,0,0,0,1,,,,
MRGPRD,0,0,0,0,0,0,0,0,0,0,1,,,,
MRGPRF-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MRGPRX1,0,0,0,0,0,0,0,0,0,0,1,,,,
MRGPRX2,0,0,0,0,0,0,0,0,0,0,1,,,,
MRGPRX4,0,0,0,0,0,0,0,0,0,0,1,,,,
MRLN,0,0,0,0,0,0,0,0,0,0,1,,,,
MRM2,0,0,0,0,0,0,0,0,0,0,1,,,,
MRM3,0,0,0,0,0,0,0,0,0,0,1,,,,
MRNIP,0,0,0,0,0,0,0,0,0,0,1,,,,
MROH2B,0,0,0,0,0,0,0,0,0,0,1,,,,
MROH5,0,0,0,0,0,0,0,0,0,0,1,,,,
MROH7-TTC4,0,0,0,0,0,0,0,0,0,0,1,,,,
MROH9,0,0,0,0,0,0,0,0,0,0,1,,,,
MRPL23-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MRPL30,0,0,0,0,0,0,0,0,0,0,1,,,,
MRPL42P5,0,0,0,0,0,0,0,0,0,0,1,,,,
MRPL58,0,0,0,0,0,0,0,0,0,0,1,,,,
MRVI1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A10,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A12,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A13,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A14,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A2,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A3,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A4A,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A6A,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A6E,0,0,0,0,0,0,0,0,0,0,1,,,,
MS4A7,0,0,0,0,0,0,0,0,0,0,1,,,,
MSANTD3-TMEFF1,0,0,0,0,0,0,0,0,0,0,1,,,,
MSC,0,0,0,0,0,0,0,0,0,0,1,,,,
MSC-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MSGN1,0,0,0,0,0,0,0,0,0,0,1,,,,
MSH4,0,0,0,0,0,0,0,0,0,0,1,,,,
MSR1,0,0,0,0,0,0,0,0,0,0,1,,,,
MSTN,0,0,0,0,0,0,0,0,0,0,1,,,,
MSX2P1,0,0,0,0,0,0,0,0,0,0,1,,,,
MT1DP,0,0,0,0,0,0,0,0,0,0,1,,,,
MT1HL1,0,0,0,0,0,0,0,0,0,0,1,,,,
MT4,0,0,0,0,0,0,0,0,0,0,1,,,,
MTCL1,0,0,0,0,0,0,0,0,0,0,1,,,,
MTERF1,0,0,0,0,0,0,0,0,0,0,1,,,,
MTERF2,0,0,0,0,0,0,0,0,0,0,1,,,,
MTERF4,0,0,0,0,0,0,0,0,0,0,1,,,,
MTHFD2P1,0,0,0,0,0,0,0,0,0,0,1,,,,
MTMR7,0,0,0,0,0,0,0,0,0,0,1,,,,
MTNR1B,0,0,0,0,0,0,0,0,0,0,1,,,,
MTRNR2L2,0,0,0,0,0,0,0,0,0,0,1,,,,
MTRNR2L4,0,0,0,0,0,0,0,0,0,0,1,,,,
MTRNR2L5,0,0,0,0,0,0,0,0,0,0,1,,,,
MTRNR2L6,0,0,0,0,0,0,0,0,0,0,1,,,,
MTRNR2L7,0,0,0,0,0,0,0,0,0,0,1,,,,
MTRNR2L9,0,0,0,0,0,0,0,0,0,0,1,,,,
MTUS2,0,0,0,0,0,0,0,0,0,0,1,,,,
MTUS2-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MTVR2,0,0,0,0,0,0,0,0,0,0,1,,,,
MUM1L1,0,0,0,0,0,0,0,0,0,0,1,,,,
MUSK,0,0,0,0,0,0,0,0,0,0,1,,,,
MYADML,0,0,0,0,0,0,0,0,0,0,1,,,,
MYADML2,0,0,0,0,0,0,0,0,0,0,1,,,,
MYBPC2,0,0,0,0,0,0,0,0,0,0,1,,,,
MYBPH,0,0,0,0,0,0,0,0,0,0,1,,,,
MYBPHL,0,0,0,0,0,0,0,0,0,0,1,,,,
MYCNOS,0,0,0,0,0,0,0,0,0,0,1,,,,
MYCNUT,0,0,0,0,0,0,0,0,0,0,1,,,,
MYCT1,0,0,0,0,0,0,0,0,0,0,1,,,,
MYDGF,0,0,0,0,0,0,0,0,0,0,1,,,,
MYF6,0,0,0,0,0,0,0,0,0,0,1,,,,
MYH11,0,0,0,0,0,0,0,0,0,0,1,,,,
MYH2,0,0,0,0,0,0,0,0,0,0,1,,,,
MYH7,0,0,0,0,0,0,0,0,0,0,1,,,,
MYH8,0,0,0,0,0,0,0,0,0,0,1,,,,
MYL10,0,0,0,0,0,0,0,0,0,0,1,,,,
MYL2,0,0,0,0,0,0,0,0,0,0,1,,,,
MYL3,0,0,0,0,0,0,0,0,0,0,1,,,,
MYL4,0,0,0,0,0,0,0,0,0,0,1,,,,
MYL7,0,0,0,0,0,0,0,0,0,0,1,,,,
MYLK-AS2,0,0,0,0,0,0,0,0,0,0,1,,,,
MYO16-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MYO18B,0,0,0,0,0,0,0,0,0,0,1,,,,
MYO1H,0,0,0,0,0,0,0,0,0,0,1,,,,
MYOC,0,0,0,0,0,0,0,0,0,0,1,,,,
MYOCD,0,0,0,0,0,0,0,0,0,0,1,,,,
MYOG,0,0,0,0,0,0,0,0,0,0,1,,,,
MYOT,0,0,0,0,0,0,0,0,0,0,1,,,,
MYOZ1,0,0,0,0,0,0,0,0,0,0,1,,,,
MYOZ2,0,0,0,0,0,0,0,0,0,0,1,,,,
MYOZ3,0,0,0,0,0,0,0,0,0,0,1,,,,
MYT1L,0,0,0,0,0,0,0,0,0,0,1,,,,
MYT1L-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
MZF1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
Mar-10,0,0,0,0,0,0,0,0,0,0,1,,,,
Mar-11,0,0,0,0,0,0,0,0,0,0,1,,,,
N4BP2L1,0,0,0,0,0,0,0,0,0,0,1,,,,
NAA11,0,0,0,0,0,0,0,0,0,0,1,,,,
NAALAD2,0,0,0,0,0,0,0,0,0,0,1,,,,
NAALADL1,0,0,0,0,0,0,0,0,0,0,1,,,,
NAALADL2-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NAALADL2-AS2,0,0,0,0,0,0,0,0,0,0,1,,,,
NAALADL2-AS3,0,0,0,0,0,0,0,0,0,0,1,,,,
NACA2,0,0,0,0,0,0,0,0,0,0,1,,,,
NAGPA-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NALCN-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NALT1,0,0,0,0,0,0,0,0,0,0,1,,,,
NAMA,0,0,0,0,0,0,0,0,0,0,1,,,,
NANOG,0,0,0,0,0,0,0,0,0,0,1,,,,
NANOS2,0,0,0,0,0,0,0,0,0,0,1,,,,
NAP1L2,0,0,0,0,0,0,0,0,0,0,1,,,,
NAP1L6,0,0,0,0,0,0,0,0,0,0,1,,,,
NAPRT,0,0,0,0,0,0,0,0,0,0,1,,,,
NAPSB,0,0,0,0,0,0,0,0,0,0,1,,,,
NAT16,0,0,0,0,0,0,0,0,0,0,1,,,,
NAT8,0,0,0,0,0,0,0,0,0,0,1,,,,
NATD1,0,0,0,0,0,0,0,0,0,0,1,,,,
NAV2-AS5,0,0,0,0,0,0,0,0,0,0,1,,,,
NAXD,0,0,0,0,0,0,0,0,0,0,1,,,,
NAXE,0,0,0,0,0,0,0,0,0,0,1,,,,
NBAT1,0,0,0,0,0,0,0,0,0,0,1,,,,
NBPF13P,0,0,0,0,0,0,0,0,0,0,1,,,,
NBPF22P,0,0,0,0,0,0,0,0,0,0,1,,,,
NBPF25P,0,0,0,0,0,0,0,0,0,0,1,,,,
NBPF6,0,0,0,0,0,0,0,0,0,0,1,,,,
NBPF7,0,0,0,0,0,0,0,0,0,0,1,,,,
NCALD,0,0,0,0,0,0,0,0,0,0,1,,,,
NCAM1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NCAM2,0,0,0,0,0,0,0,0,0,0,1,,,,
NCBP3,0,0,0,0,0,0,0,0,0,0,1,,,,
NCF1,0,0,0,0,0,0,0,0,0,0,1,,,,
NCK1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NCR1,0,0,0,0,0,0,0,0,0,0,1,,,,
NCR2,0,0,0,0,0,0,0,0,0,0,1,,,,
NCR3,0,0,0,0,0,0,0,0,0,0,1,,,,
NCRNA00250,0,0,0,0,0,0,0,0,0,0,1,,,,
NDFIP2-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NDST1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NDST3,0,0,0,0,0,0,0,0,0,0,1,,,,
NDST4,0,0,0,0,0,0,0,0,0,0,1,,,,
NDUFAF8,0,0,0,0,0,0,0,0,0,0,1,,,,
NDUFC2-KCTD14,0,0,0,0,0,0,0,0,0,0,1,,,,
NECAB1,0,0,0,0,0,0,0,0,0,0,1,,,,
NECTIN1,0,0,0,0,0,0,0,0,0,0,1,,,,
NECTIN2,0,0,0,0,0,0,0,0,0,0,1,,,,
NECTIN3,0,0,0,0,0,0,0,0,0,0,1,,,,
NECTIN4,0,0,0,0,0,0,0,0,0,0,1,,,,
NEFH,0,0,0,0,0,0,0,0,0,0,1,,,,
NEFL,0,0,0,0,0,0,0,0,0,0,1,,,,
NEFM,0,0,0,0,0,0,0,0,0,0,1,,,,
NEGR1-IT1,0,0,0,0,0,0,0,0,0,0,1,,,,
NEMP1,0,0,0,0,0,0,0,0,0,0,1,,,,
NEMP2,0,0,0,0,0,0,0,0,0,0,1,,,,
NEPRO,0,0,0,0,0,0,0,0,0,0,1,,,,
NEU2,0,0,0,0,0,0,0,0,0,0,1,,,,
NEURL1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NEUROD1,0,0,0,0,0,0,0,0,0,0,1,,,,
NEUROD2,0,0,0,0,0,0,0,0,0,0,1,,,,
NEUROD4,0,0,0,0,0,0,0,0,0,0,1,,,,
NEUROD6,0,0,0,0,0,0,0,0,0,0,1,,,,
NEUROG1,0,0,0,0,0,0,0,0,0,0,1,,,,
NEUROG2,0,0,0,0,0,0,0,0,0,0,1,,,,
NEUROG3,0,0,0,0,0,0,0,0,0,0,1,,,,
NFE2,0,0,0,0,0,0,0,0,0,0,1,,,,
NFIA-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NFIA-AS2,0,0,0,0,0,0,0,0,0,0,1,,,,
NGB,0,0,0,0,0,0,0,0,0,0,1,,,,
NGF,0,0,0,0,0,0,0,0,0,0,1,,,,
NHEG1,0,0,0,0,0,0,0,0,0,0,1,,,,
NHLH2,0,0,0,0,0,0,0,0,0,0,1,,,,
NHS-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NINJ2,0,0,0,0,0,0,0,0,0,0,1,,,,
NIPAL4,0,0,0,0,0,0,0,0,0,0,1,,,,
NIPBL-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
NKAIN1,0,0,0,0,0,0,0,0,0,0,1,,,,
NKAIN2,0,0,0,0,0,0,0,0,0,0,1,,,,
NKX1-1,0,0,0,0,0,0,0,0,0,0,1,,,,
NKX1-2,0,0,0,0,0,0,0,0,0,0,1,,,,
NKX2-2,0,0,0,0,0,0,0,0,0,0,1,,,,
NKX2-3,0,0,0,0,0,0,0,0,0,0,1,,,,
NKX2-4,0,0,0,0,0,0,0,0,0,0,1,,,,
NKX2-5,0,0,0,0,0,0,0,0,0,0,1,,,,
NKX2-6,0,0,0,0,0,0,0,0,0,0,1,,,,
NKX3-1,0,0,0,0,0,0,0,0,0,0,1,,,,
NLGN1,0,0,0,0,0,0,0,0,0,0,1,,,,
NLGN1-AS1,0,0,0,0,0,0,0,0,0,0,1,,,,
